"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0040012",0.000123017107123971,0.999925666908772,83,883,"regulation of locomotion","BP"
"GO:0044283",0.000125229913811128,0.999931289777403,59,593,"small molecule biosynthetic process","BP"
"GO:0042035",0.000126590876732678,0.999964570718826,16,92,"regulation of cytokine biosynthetic process","BP"
"GO:0007159",0.000127713690856815,0.999943216813776,34,284,"leukocyte cell-cell adhesion","BP"
"GO:0002366",0.000128969347651718,0.999947884855216,28,215,"leukocyte activation involved in immune response","BP"
"GO:0050663",0.000129850475240549,0.999948544053777,27,202,"cytokine secretion","BP"
"GO:0005102",0.000130355395341876,0.999913522966596,125,1478,"signaling receptor binding","MF"
"GO:0042330",0.000136384487634762,0.999927998478505,52,494,"taxis","BP"
"GO:0042325",0.000136898942731341,0.999909816274124,119,1389,"regulation of phosphorylation","BP"
"GO:0055080",0.000137861369944967,0.999922205016842,64,646,"cation homeostasis","BP"
"GO:0061041",0.000138509726164822,0.999955535142949,19,122,"regulation of wound healing","BP"
"GO:0050794",0.000138621144015156,0.999891364486364,623,9118,"regulation of cellular process","BP"
"GO:0019221",0.000138708452225959,0.999935661612023,37,320,"cytokine-mediated signaling pathway","BP"
"GO:0043168",0.000139056340174474,0.999899882055431,201,2553,"anion binding","MF"
"GO:1901880",0.00014042844935402,0.999964801416703,14,69,"negative regulation of protein depolymerization","BP"
"GO:0001909",0.000141362867198787,0.999959969186301,16,94,"leukocyte mediated cytotoxicity","BP"
"GO:0097553",0.000141636396108542,0.999954502676174,19,120,"calcium ion transmembrane import into cytosol","BP"
"GO:0051174",0.000143208898159562,0.999903445473608,133,1587,"regulation of phosphorus metabolic process","BP"
"GO:0031347",0.000143977964922226,0.999923282307568,53,516,"regulation of defense response","BP"
"GO:0036094",0.000144815564805305,0.999897093173657,182,2284,"small molecule binding","MF"
"GO:0060326",0.000149888737623444,0.999937693421731,29,230,"cell chemotaxis","BP"
"GO:0044117",0.000151937325102237,0.99998346357452,7,21,"growth of symbiont in host","BP"
"GO:0042060",0.000153339784278251,0.999928516567196,37,318,"wound healing","BP"
"GO:0030835",0.000156534580533967,0.999971918307031,10,39,"negative regulation of actin filament depolymerization","BP"
"GO:0002687",0.000158861712376123,0.999948379222679,19,124,"positive regulation of leukocyte migration","BP"
"GO:0098657",0.000161567530269879,0.999907330715266,66,674,"import into cell","BP"
"GO:0050878",0.000164520194349341,0.999924847624537,35,296,"regulation of body fluid levels","BP"
"GO:0031349",0.000165469994243698,0.999925328741502,34,288,"positive regulation of defense response","BP"
"GO:0032755",0.000168614797292304,0.999956533380782,14,76,"positive regulation of interleukin-6 production","BP"
"GO:0042089",0.00016961825370213,0.999948835490836,17,104,"cytokine biosynthetic process","BP"
"GO:0030036",0.000172014094362527,0.999902921442275,62,619,"actin cytoskeleton organization","BP"
"GO:0002001",0.000173348871093413,0.999995668219227,4,6,"renin secretion into blood stream","BP"
"GO:0032501",0.000174662138721092,0.999863495730624,445,6257,"multicellular organismal process","BP"
"GO:0070230",0.000175323833595336,0.999980455902333,7,21,"positive regulation of lymphocyte apoptotic process","BP"
"GO:0032640",0.000177481490047365,0.999939781984738,20,134,"tumor necrosis factor production","BP"
"GO:1903555",0.000178002648495022,0.999939591310097,20,134,"regulation of tumor necrosis factor superfamily cytokine production","BP"
"GO:0030099",0.000178591202931971,0.999912470810527,41,369,"myeloid cell differentiation","BP"
"GO:0048522",0.000182745126137967,0.999859413878217,347,4764,"positive regulation of cellular process","BP"
"GO:0032273",0.000183898028750281,0.999939634304139,19,121,"positive regulation of protein polymerization","BP"
"GO:0023056",0.000184189959934188,0.999875885658384,128,1518,"positive regulation of signaling","BP"
"GO:0019220",0.000184367695575971,0.999875053187743,132,1582,"regulation of phosphate metabolic process","BP"
"GO:0042129",0.000195155983265608,0.999929134618241,22,156,"regulation of T cell proliferation","BP"
"GO:0002274",0.000195450463179837,0.999925349169324,24,175,"myeloid leukocyte activation","BP"
"GO:0043167",0.000195986643985729,0.999848172604478,373,5154,"ion binding","MF"
"GO:0004860",0.000201453643665677,0.999943950509945,15,86,"protein kinase inhibitor activity","MF"
"GO:0006935",0.000228420892652917,0.999877332939623,51,492,"chemotaxis","BP"
"GO:0050707",0.000228918379422386,0.99991154138356,24,177,"regulation of cytokine secretion","BP"
"GO:0010647",0.000231070385105047,0.999843486830119,127,1512,"positive regulation of cell communication","BP"
"GO:0048523",0.000234276421590414,0.999820332274474,316,4297,"negative regulation of cellular process","BP"
"GO:0097529",0.000237194045098197,0.999912523525312,22,159,"myeloid leukocyte migration","BP"
"GO:0051046",0.000242132253607175,0.999855436471066,72,765,"regulation of secretion","BP"
"GO:1903530",0.000251177759873021,0.999852250832771,68,713,"regulation of secretion by cell","BP"
"GO:0019882",0.000252696418555177,0.999927942223749,15,89,"antigen processing and presentation","BP"
"GO:0051693",0.00025850321403553,0.999955984479163,9,34,"actin filament capping","BP"
"GO:0008201",0.000259461026538233,0.999909250228773,20,135,"heparin binding","MF"
"GO:0006874",0.000268359154595522,0.999863294630417,43,398,"cellular calcium ion homeostasis","BP"
"GO:0042107",0.000268548263320269,0.999915423244378,17,108,"cytokine metabolic process","BP"
"GO:0001933",0.000276883950160174,0.999858713782483,43,400,"negative regulation of protein phosphorylation","BP"
"GO:0044110",0.000286479161410026,0.999964473609957,7,23,"growth involved in symbiotic interaction","BP"
"GO:0044116",0.000286479161410026,0.999964473609957,7,23,"growth of symbiont involved in interaction with host","BP"
"GO:0051241",0.000295712729575192,0.999808156618,99,1135,"negative regulation of multicellular organismal process","BP"
"GO:0055074",0.000295780950274099,0.999847226761967,44,412,"calcium ion homeostasis","BP"
"GO:0048731",0.000303293457862716,0.999766592642903,312,4217,"system development","BP"
"GO:0051818",0.00030531024793157,0.99997045907766,6,17,"disruption of cells of other organism involved in symbiotic interaction","BP"
"GO:0051883",0.00030531024793157,0.99997045907766,6,17,"killing of cells in other organism involved in symbiotic interaction","BP"
"GO:1903169",0.000327910678383606,0.999882938186163,20,139,"regulation of calcium ion transmembrane transport","BP"
"GO:0042326",0.000330616308277766,0.999825538597966,46,441,"negative regulation of phosphorylation","BP"
"GO:0032760",0.000331077021015835,0.999908220700106,14,80,"positive regulation of tumor necrosis factor production","BP"
"GO:0051924",0.000332374290712005,0.999854636191556,29,237,"regulation of calcium ion transport","BP"
"GO:0002449",0.000340789111317477,0.999845913449042,31,265,"lymphocyte mediated immunity","BP"
"GO:0022610",0.000342201175847291,0.999774623817786,104,1187,"biological adhesion","BP"
"GO:0022407",0.000344420447540333,0.999830264215505,38,344,"regulation of cell-cell adhesion","BP"
"GO:0050866",0.000356507831216446,0.999860850147138,23,173,"negative regulation of cell activation","BP"
"GO:1904062",0.000356847048499629,0.999831651581073,34,295,"regulation of cation transmembrane transport","BP"
"GO:0043086",0.000357489390134196,0.999792944851423,61,634,"negative regulation of catalytic activity","BP"
"GO:0032271",0.000358903896054653,0.999850613237689,26,200,"regulation of protein polymerization","BP"
"GO:0008154",0.000368184939952595,0.999849491105136,25,191,"actin polymerization or depolymerization","BP"
"GO:0051480",0.000369153777479299,0.999823350539626,35,308,"regulation of cytosolic calcium ion concentration","BP"
"GO:0007155",0.000372111959348681,0.999754673774764,103,1176,"cell adhesion","BP"
"GO:1902105",0.000372611699382212,0.999830652764655,31,263,"regulation of leukocyte differentiation","BP"
"GO:1903557",0.000377000034511648,0.999893979427262,14,81,"positive regulation of tumor necrosis factor superfamily cytokine production","BP"
"GO:0090066",0.000382296827534276,0.999787184553886,53,523,"regulation of anatomical structure size","BP"
"GO:0001999",0.000383527906613769,0.999985672997792,4,7,"renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure","BP"
"GO:0036230",0.00039254642060564,0.999937458333522,8,31,"granulocyte activation","BP"
"GO:0032940",0.000395733938444863,0.999749932673305,84,937,"secretion by cell","BP"
"GO:0050819",0.000396924597685258,0.999917505224151,10,47,"negative regulation of coagulation","BP"
"GO:0033002",0.000399898431142112,0.999832163515382,26,204,"muscle cell proliferation","BP"
"GO:0008064",0.000402050576090676,0.999841820005393,23,170,"regulation of actin polymerization or depolymerization","BP"
"GO:0032680",0.000409928994111676,0.999855444710406,19,132,"regulation of tumor necrosis factor production","BP"
"GO:0007169",0.000424833343735012,0.999760981626476,54,539,"transmembrane receptor protein tyrosine kinase signaling pathway","BP"
"GO:0007204",0.000427278078284923,0.999801412317323,32,275,"positive regulation of cytosolic calcium ion concentration","BP"
"GO:0030832",0.000437105563129766,0.999826908031141,23,171,"regulation of actin filament length","BP"
"GO:0071887",0.000456419101583813,0.999848886541173,17,112,"leukocyte apoptotic process","BP"
"GO:0033993",0.000468511877422892,0.999725459683015,61,640,"response to lipid","BP"
"GO:0022409",0.00047437444895729,0.999798297961731,26,210,"positive regulation of cell-cell adhesion","BP"
"GO:0030041",0.000478915616770089,0.999813574673385,22,162,"actin filament polymerization","BP"
"GO:0002573",0.000484015224514549,0.999797962872013,25,198,"myeloid leukocyte differentiation","BP"
"GO:1903034",0.000488297533495491,0.999814424847709,21,154,"regulation of response to wounding","BP"
"GO:0009611",0.000497002237895123,0.999736353006789,44,423,"response to wounding","BP"
"GO:1902905",0.00050810707095678,0.999791695674241,24,185,"positive regulation of supramolecular fiber organization","BP"
