"category"	"over_represented_pvalue"	"under_represented_pvalue"	"numDEInCat"	"numInCat"	"term"	"ontology"
"GO:0051239"	2.1919848031696e-12	1	365	2073	"regulation of multicellular organismal process"	"BP"
"GO:0051240"	2.53531249283798e-12	1	238	1226	"positive regulation of multicellular organismal process"	"BP"
"GO:0048870"	2.66462186279814e-12	1	216	1088	"cell motility"	"BP"
"GO:0051674"	2.66462186279814e-12	1	216	1088	"localization of cell"	"BP"
"00830"	2.88620274728346e-12	1	33	70	"Retinol metabolism"	"KEGG"
"GO:0005539"	3.12004630810117e-12	1	49	137	"glycosaminoglycan binding"	"MF"
"GO:0001944"	3.3647884521653e-12	1	135	590	"vasculature development"	"BP"
"GO:0046906"	3.62740508977411e-12	1	45	120	"tetrapyrrole binding"	"MF"
"GO:0010033"	5.38518532946501e-12	1	354	2018	"response to organic substance"	"BP"
"GO:0008202"	6.00406353627401e-12	1	67	225	"steroid metabolic process"	"BP"
"GO:0044283"	9.58261383263835e-12	1	122	530	"small molecule biosynthetic process"	"BP"
"GO:0072358"	1.14462092742862e-11	1	135	600	"cardiovascular system development"	"BP"
"GO:0009888"	1.22244208770052e-11	1	238	1241	"tissue development"	"BP"
"GO:0035295"	1.41484365955579e-11	1	172	825	"tube development"	"BP"
"GO:0046394"	2.12894790809066e-11	1	79	293	"carboxylic acid biosynthetic process"	"BP"
"GO:0051094"	2.14301464350553e-11	1	203	1025	"positive regulation of developmental process"	"BP"
"GO:0016053"	2.5609158391826e-11	1	79	294	"organic acid biosynthetic process"	"BP"
"04512"	2.68962680367371e-11	1	31	67	"ECM-receptor interaction"	"KEGG"
"GO:0019373"	2.82891885405744e-11	1	19	28	"epoxygenase P450 pathway"	"BP"
"GO:1901681"	3.03639841551951e-11	1	56	179	"sulfur compound binding"	"MF"
"GO:0051186"	3.04978371820575e-11	1	101	422	"cofactor metabolic process"	"BP"
"GO:0006935"	3.24513683523266e-11	1	93	372	"chemotaxis"	"BP"
"GO:0006690"	3.59681684450884e-11	1	35	85	"icosanoid metabolic process"	"BP"
"GO:0042330"	4.41168121624524e-11	1	93	374	"taxis"	"BP"
"00591"	5.83712575097028e-11	1	19	29	"Linoleic acid metabolism"	"KEGG"
"GO:0009719"	5.93021406385280e-11	1	190	953	"response to endogenous stimulus"	"BP"
"GO:0030414"	6.5023946495615e-11	1	41	114	"peptidase inhibitor activity"	"MF"
"GO:0004866"	8.50143391908045e-11	1	40	110	"endopeptidase inhibitor activity"	"MF"
"GO:0033559"	8.66135193737627e-11	1	34	83	"unsaturated fatty acid metabolic process"	"BP"
"GO:0072359"	9.88710149083918e-11	1	171	838	"circulatory system development"	"BP"
"GO:2000026"	1.01865185731633e-10	1	262	1429	"regulation of multicellular organismal development"	"BP"
"GO:0009605"	1.29534792530214e-10	1	254	1393	"response to external stimulus"	"BP"
"GO:0008201"	1.48520005297809e-10	0.9999999999716	39	105	"heparin binding"	"MF"
"GO:0042060"	1.89196959173577e-10	1	72	266	"wound healing"	"BP"
"GO:0051272"	2.81151909108418e-10	1	100	425	"positive regulation of cellular component movement"	"BP"
"GO:0006805"	3.09626928354114e-10	0.999999999945791	34	85	"xenobiotic metabolic process"	"BP"
"GO:0040017"	3.31668828179359e-10	1	102	438	"positive regulation of locomotion"	"BP"
"GO:0032501"	3.66633880908921e-10	1	666	4345	"multicellular organismal process"	"BP"
"GO:1901568"	3.71332878431607e-10	0.999999999929491	37	99	"fatty acid derivative metabolic process"	"BP"
"GO:2000147"	3.89399116450737e-10	1	98	416	"positive regulation of cell motility"	"BP"
"GO:0008391"	3.90693805947909e-10	0.999999999964909	20	34	"arachidonic acid monooxygenase activity"	"MF"
"GO:0008392"	3.96940137629089e-10	0.99999999996763	19	31	"arachidonic acid epoxygenase activity"	"MF"
"GO:0003008"	4.12065757041813e-10	1	174	877	"system process"	"BP"
"GO:0010562"	4.36245804681972e-10	1	166	828	"positive regulation of phosphorus metabolic process"	"BP"
"GO:0045937"	4.36245804681972e-10	1	166	828	"positive regulation of phosphate metabolic process"	"BP"
"GO:0061135"	4.71393819878167e-10	0.999999999903836	40	115	"endopeptidase regulator activity"	"MF"
"GO:0030335"	5.08100901067092e-10	1	96	406	"positive regulation of cell migration"	"BP"
"GO:0006820"	5.58523490797426e-10	1	89	365	"anion transport"	"BP"
"GO:0045597"	7.70961076761112e-10	1	154	755	"positive regulation of cell differentiation"	"BP"
"GO:0017144"	7.88777233320176e-10	1	119	558	"drug metabolic process"	"BP"
"GO:0006928"	8.10272073952228e-10	1	245	1349	"movement of cell or subcellular component"	"BP"
"GO:0019369"	8.60944897115658e-10	0.999999999886169	23	45	"arachidonic acid metabolic process"	"BP"
"GO:0030155"	8.68938412153501e-10	1	113	508	"regulation of cell adhesion"	"BP"
"GO:0005518"	8.75791699616619e-10	0.999999999875836	24	49	"collagen binding"	"MF"
"GO:0032879"	8.77949594629065e-10	1	341	2009	"regulation of localization"	"BP"
"GO:0007167"	9.56265178759925e-10	1	138	655	"enzyme linked receptor protein signaling pathway"	"BP"
"GO:0061134"	1.10529889347809e-09	0.999999999697696	45	142	"peptidase regulator activity"	"MF"
"GO:0009611"	1.28813502261848e-09	1	83	338	"response to wounding"	"BP"
"GO:0010466"	1.57336905836418e-09	0.999999999518004	49	160	"negative regulation of peptidase activity"	"BP"
"GO:0030545"	1.7015713384962e-09	1	56	202	"receptor regulator activity"	"MF"
"GO:0042737"	1.79707693534245e-09	0.999999999552489	39	112	"drug catabolic process"	"BP"
"GO:0050793"	2.39676422946838e-09	1	318	1859	"regulation of developmental process"	"BP"
"GO:0050878"	2.72917068421031e-09	1	62	228	"regulation of body fluid levels"	"BP"
"GO:0048018"	2.78017587509441e-09	0.999999999082077	53	187	"receptor ligand activity"	"MF"
"GO:0070330"	4.32536615398425e-09	0.999999999567875	18	31	"aromatase activity"	"MF"
"GO:0048856"	4.34803897098123e-09	1	582	3772	"anatomical structure development"	"BP"
"GO:0004871"	4.70490341194171e-09	1	152	760	"signal transducer activity"	"MF"
"GO:0019838"	5.24349559960854e-09	0.999999998523213	41	125	"growth factor binding"	"MF"
"GO:0015711"	5.48635771878133e-09	1	72	286	"organic anion transport"	"BP"
"00590"	6.41946834623584e-09	0.999999998818689	26	61	"Arachidonic acid metabolism"	"KEGG"
"GO:0044282"	6.83171032482028e-09	1	68	266	"small molecule catabolic process"	"BP"
"GO:0042738"	7.86717289184359e-09	0.999999998905285	21	42	"exogenous drug catabolic process"	"BP"
"GO:0048731"	8.50139916848334e-09	1	486	3080	"system development"	"BP"
"GO:0048513"	9.1062368068261e-09	1	362	2194	"animal organ development"	"BP"
"GO:0065008"	1.06889935496381e-08	1	418	2605	"regulation of biological quality"	"BP"
"GO:0004867"	1.08399819387661e-08	0.999999997836746	27	67	"serine-type endopeptidase inhibitor activity"	"MF"
"GO:0007166"	1.17768015952429e-08	1	294	1721	"cell surface receptor signaling pathway"	"BP"
"GO:0051241"	1.41995756804508e-08	1	165	862	"negative regulation of multicellular organismal process"	"BP"
"GO:0042327"	1.42693373599538e-08	1	150	765	"positive regulation of phosphorylation"	"BP"
"GO:0071310"	1.47084622365118e-08	1	277	1612	"cellular response to organic substance"	"BP"
"GO:0043168"	1.81031162990358e-08	1	364	2213	"anion binding"	"MF"
"GO:0008610"	1.82937962447306e-08	1	97	443	"lipid biosynthetic process"	"BP"
"GO:0001934"	1.9168918219743e-08	1	143	724	"positive regulation of protein phosphorylation"	"BP"
"GO:0007275"	2.1942460400546e-08	1	534	3455	"multicellular organism development"	"BP"
"GO:0010951"	2.45621072837556e-08	0.999999992484124	41	132	"negative regulation of endopeptidase activity"	"BP"
"GO:0006732"	2.61583048584801e-08	1	69	283	"coenzyme metabolic process"	"BP"
"GO:0032101"	2.64866349736633e-08	1	110	526	"regulation of response to external stimulus"	"BP"
"GO:0072330"	2.66849527991272e-08	1	55	205	"monocarboxylic acid biosynthetic process"	"BP"
"GO:1901606"	2.7976711646537e-08	0.999999994082558	27	68	"alpha-amino acid catabolic process"	"BP"
"GO:0001503"	2.80213615025166e-08	1	62	242	"ossification"	"BP"
"GO:0051716"	2.89299382127134e-08	1	675	4525	"cellular response to stimulus"	"BP"
"GO:0032502"	3.26171011172731e-08	1	613	4055	"developmental process"	"BP"
"GO:0051346"	3.36412807078707e-08	1	68	280	"negative regulation of hydrolase activity"	"BP"
"GO:0031589"	3.61561613162855e-08	1	64	253	"cell-substrate adhesion"	"BP"
"GO:0022603"	3.94666227671192e-08	1	154	799	"regulation of anatomical structure morphogenesis"	"BP"
"GO:1901615"	4.78617808653334e-08	1	77	332	"organic hydroxy compound metabolic process"	"BP"
"GO:0050920"	4.91315584428696e-08	0.99999998368661	44	150	"regulation of chemotaxis"	"BP"
"GO:0030199"	4.94177947321202e-08	0.999999993584967	18	35	"collagen fibril organization"	"BP"
"GO:0010817"	4.96538506958924e-08	1	79	344	"regulation of hormone levels"	"BP"
"GO:0010876"	5.74746017180556e-08	1	68	283	"lipid localization"	"BP"
"GO:0045595"	5.86884659870502e-08	1	228	1296	"regulation of cell differentiation"	"BP"
"GO:0050649"	8.28049884529471e-08	1	8	8	"testosterone 6-beta-hydroxylase activity"	"MF"
"GO:0030154"	8.98400235628733e-08	1	429	2722	"cell differentiation"	"BP"
"GO:0005201"	9.07033372096749e-08	0.999999990908251	15	26	"extracellular matrix structural constituent"	"MF"
"GO:0006639"	9.55186346227891e-08	0.99999997232459	35	109	"acylglycerol metabolic process"	"BP"
"GO:0101020"	9.76784719951787e-08	0.999999998558423	9	10	"estrogen 16-alpha-hydroxylase activity"	"MF"
"GO:0006641"	1.20504232554412e-07	0.999999968020545	31	91	"triglyceride metabolic process"	"BP"
"GO:0007154"	1.2730379645492e-07	1	563	3715	"cell communication"	"BP"
"00010"	1.30902764147834e-07	0.999999975429413	22	52	"Glycolysis / Gluconeogenesis"	"KEGG"
"GO:0009063"	1.44126930129227e-07	0.999999964843141	28	77	"cellular amino acid catabolic process"	"BP"
"GO:0045765"	1.47735430189059e-07	1	59	237	"regulation of angiogenesis"	"BP"
"GO:0061041"	1.50781516503608e-07	0.999999956313404	34	105	"regulation of wound healing"	"BP"
"GO:0071466"	1.52874641267857e-07	0.999999953714348	36	114	"cellular response to xenobiotic stimulus"	"BP"
"GO:0006638"	1.57103707558291e-07	0.999999953252355	35	111	"neutral lipid metabolic process"	"BP"
"GO:0023056"	1.59344280628425e-07	1	211	1204	"positive regulation of signaling"	"BP"
"GO:0016054"	1.61453626534618e-07	0.999999938347723	51	190	"organic acid catabolic process"	"BP"
"GO:0046395"	1.61453626534618e-07	0.999999938347723	51	190	"carboxylic acid catabolic process"	"BP"
"GO:0023052"	1.75242255135042e-07	1	556	3671	"signaling"	"BP"
"GO:0010647"	1.76881020379283e-07	1	210	1199	"positive regulation of cell communication"	"BP"
"GO:0060326"	1.99360480700082e-07	0.999999922988941	51	196	"cell chemotaxis"	"BP"
"GO:0023051"	2.0688987981142e-07	1	364	2274	"regulation of signaling"	"BP"
"GO:0005506"	2.07299930554756e-07	0.99999993235664	39	131	"iron ion binding"	"MF"
"GO:0006954"	2.4478522797699e-07	1	96	464	"inflammatory response"	"BP"
"GO:0048869"	2.6210938352846e-07	1	448	2887	"cellular developmental process"	"BP"
"GO:0050662"	2.70855277786027e-07	1	62	257	"coenzyme binding"	"MF"
"GO:0010646"	2.91069775617653e-07	1	360	2253	"regulation of cell communication"	"BP"
"GO:0043177"	3.10110821961979e-07	0.999999885230409	46	170	"organic acid binding"	"MF"
"GO:0051336"	3.13580551003074e-07	1	142	760	"regulation of hydrolase activity"	"BP"
"GO:0009967"	3.18051136152583e-07	1	191	1079	"positive regulation of signal transduction"	"BP"
"GO:0032963"	3.4503229041322e-07	0.999999919920688	25	67	"collagen metabolic process"	"BP"
"GO:0048584"	3.87532984681682e-07	1	253	1509	"positive regulation of response to stimulus"	"BP"
"04060"	3.91455291314041e-07	0.999999861633802	42	150	"Cytokine-cytokine receptor interaction"	"KEGG"
"GO:0048407"	4.33425397370218e-07	0.999999987373376	9	11	"platelet-derived growth factor binding"	"MF"
"GO:0050900"	4.34410750075939e-07	1	55	226	"leukocyte migration"	"BP"
"04610"	4.74792595603366e-07	0.999999882742839	26	73	"Complement and coagulation cascades"	"KEGG"
"GO:0009064"	4.90633946503033e-07	0.999999897860255	22	55	"glutamine family amino acid metabolic process"	"BP"
"GO:0009410"	4.92193883703293e-07	0.999999819439586	44	159	"response to xenobiotic stimulus"	"BP"
"GO:0016614"	5.08600114137029e-07	0.999999835662285	36	121	"oxidoreductase activity, acting on CH-OH group of donors"	"MF"
"GO:0031406"	5.19458719655904e-07	0.999999806013671	45	167	"carboxylic acid binding"	"MF"
"GO:0045834"	5.57449554034124e-07	0.999999815645322	37	126	"positive regulation of lipid metabolic process"	"BP"
"GO:1901342"	6.13860715738498e-07	1	61	258	"regulation of vasculature development"	"BP"
"04510"	6.19273877391476e-07	0.999999764496377	46	170	"Focal adhesion"	"KEGG"
"GO:0016616"	7.19638507731301e-07	0.999999777384163	33	108	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	"MF"
"GO:0052547"	7.38210887094167e-07	1	67	300	"regulation of peptidase activity"	"BP"
"GO:0043167"	7.97379249596455e-07	0.999999539566404	633	4265	"ion binding"	"MF"
"GO:0042802"	8.52710830961605e-07	0.999999651114996	247	1476	"identical protein binding"	"MF"
"GO:0006066"	8.70266496616488e-07	0.999999737424243	54	220	"alcohol metabolic process"	"BP"
"GO:0030595"	9.22080116353883e-07	0.999999669904151	40	147	"leukocyte chemotaxis"	"BP"
"00140"	9.34728354951558e-07	0.999999825737515	19	45	"Steroid hormone biosynthesis"	"KEGG"
"GO:0071363"	1.09368689449787e-06	0.999999617858832	89	422	"cellular response to growth factor stimulus"	"BP"
"GO:0007599"	1.11578377511562e-06	0.999999604967966	39	138	"hemostasis"	"BP"
"GO:1901605"	1.13869554115772e-06	0.999999554698112	46	175	"alpha-amino acid metabolic process"	"BP"
"GO:0032964"	1.2695768033141e-06	0.999999788020059	17	38	"collagen biosynthetic process"	"BP"
"GO:0016042"	1.32539064491298e-06	0.999999587965138	57	239	"lipid catabolic process"	"BP"
"GO:0045861"	1.42883121833856e-06	0.999999552075984	58	248	"negative regulation of proteolysis"	"BP"
"GO:0019220"	1.49381715584068e-06	0.999999202534565	221	1296	"regulation of phosphate metabolic process"	"BP"
"GO:0070848"	1.5881942405635e-06	0.999999439561958	90	432	"response to growth factor"	"BP"
"GO:0006790"	1.70117299749639e-06	0.999999473260346	55	232	"sulfur compound metabolic process"	"BP"
"GO:0062013"	1.70119470882804e-06	0.999999383764555	39	142	"positive regulation of small molecule metabolic process"	"BP"
"GO:0051174"	1.98349488549915e-06	0.999998937488688	221	1301	"regulation of phosphorus metabolic process"	"BP"
"GO:0061045"	2.02001165032042e-06	0.999999550090463	21	55	"negative regulation of wound healing"	"BP"
"GO:0007596"	2.05675464085462e-06	0.999999261062521	38	136	"blood coagulation"	"BP"
"GO:0019842"	2.20388033063391e-06	0.999999290177041	32	107	"vitamin binding"	"MF"
"GO:0015718"	2.2311562781187e-06	0.999999297213247	31	102	"monocarboxylic acid transport"	"BP"
"GO:0008652"	2.30787428906514e-06	0.999999454680998	22	60	"cellular amino acid biosynthetic process"	"BP"
"GO:0048732"	2.33716075636215e-06	0.99999900512745	69	309	"gland development"	"BP"
"GO:0030193"	2.38205002718988e-06	0.999999387730318	24	69	"regulation of blood coagulation"	"BP"
"GO:1900046"	2.38205002718988e-06	0.999999387730318	24	69	"regulation of hemostasis"	"BP"
"GO:0002685"	2.48185641170744e-06	0.999999097061951	38	140	"regulation of leukocyte migration"	"BP"
"GO:0001649"	2.62009134535307e-06	0.999999078614994	36	127	"osteoblast differentiation"	"BP"
"00983"	2.66594681602686e-06	0.999999391690846	21	56	"Drug metabolism - other enzymes"	"KEGG"
"GO:0001932"	2.68673230401982e-06	0.999998436808125	185	1056	"regulation of protein phosphorylation"	"BP"
"GO:0098609"	2.98112436138768e-06	0.99999859523325	99	495	"cell-cell adhesion"	"BP"
"GO:0050817"	3.04620777746916e-06	0.999998883227329	38	138	"coagulation"	"BP"
"GO:0008283"	3.0564866711134e-06	0.9999981527688	242	1456	"cell proliferation"	"BP"
"GO:0060429"	3.2658375225493e-06	0.999998346542882	142	769	"epithelium development"	"BP"
"GO:0048771"	3.29423567453369e-06	0.999998787866434	38	138	"tissue remodeling"	"BP"
"GO:0007165"	3.37071226547956e-06	0.999997614874261	514	3408	"signal transduction"	"BP"
"GO:0032103"	3.67328921381261e-06	0.999998493035613	49	203	"positive regulation of response to external stimulus"	"BP"
"GO:0035634"	3.83278330616815e-06	0.999999622661873	11	20	"response to stilbenoid"	"BP"
"00620"	3.84738129668716e-06	0.999999329768711	16	37	"Pyruvate metabolism"	"KEGG"
"GO:0008284"	4.06256193558564e-06	0.999997784306744	123	656	"positive regulation of cell proliferation"	"BP"
"GO:1901700"	4.12693871589497e-06	0.999997481833886	175	1000	"response to oxygen-containing compound"	"BP"
"GO:0016769"	4.1337693580969e-06	0.999999537027446	12	22	"transferase activity, transferring nitrogenous groups"	"MF"
"GO:0042325"	4.22948151116999e-06	0.999997498472114	198	1153	"regulation of phosphorylation"	"BP"
"GO:0019433"	4.31330987452995e-06	0.999999500227083	12	23	"triglyceride catabolic process"	"BP"
"GO:0010631"	4.33722338049863e-06	0.99999816666109	52	216	"epithelial cell migration"	"BP"
"GO:0018149"	4.43166515345672e-06	0.999999653910424	10	16	"peptide cross-linking"	"BP"
"00910"	4.46274996021743e-06	0.999999570644913	11	19	"Nitrogen metabolism"	"KEGG"
"GO:0006869"	4.56171000067236e-06	0.999998138259337	57	248	"lipid transport"	"BP"
"GO:0046942"	4.64156238468541e-06	0.999998025115188	48	194	"carboxylic acid transport"	"BP"
"GO:0090132"	5.0119239145865e-06	0.999997869909509	52	217	"epithelium migration"	"BP"
"GO:0043086"	5.03899479747907e-06	0.999997343911346	103	531	"negative regulation of catalytic activity"	"BP"
"GO:0031214"	5.05841513172123e-06	0.999998531048848	26	81	"biomineral tissue development"	"BP"
"GO:0015849"	5.21071201818951e-06	0.999997771276045	48	195	"organic acid transport"	"BP"
"GO:0002687"	5.43327314118781e-06	0.999998229180381	30	103	"positive regulation of leukocyte migration"	"BP"
"GO:0050818"	5.62263906646716e-06	0.999998459358272	24	72	"regulation of coagulation"	"BP"
"GO:0090130"	5.69555963446266e-06	0.999997567564059	52	218	"tissue migration"	"BP"
"GO:0006793"	5.87281474937387e-06	0.999995844458488	365	2344	"phosphorus metabolic process"	"BP"
"GO:0042127"	6.05123975888675e-06	0.999996199474964	203	1198	"regulation of cell proliferation"	"BP"
"GO:0006536"	6.28961296437554e-06	0.999999144149319	13	26	"glutamate metabolic process"	"BP"
"GO:1902652"	6.29157149334906e-06	0.999997935853862	30	102	"secondary alcohol metabolic process"	"BP"
"GO:0048729"	6.39179077909099e-06	0.999996706143152	92	455	"tissue morphogenesis"	"BP"
"GO:0043410"	6.83859555879181e-06	0.99999659693753	80	386	"positive regulation of MAPK cascade"	"BP"
"GO:0008203"	7.77089972716878e-06	0.99999747652918	29	98	"cholesterol metabolic process"	"BP"
"GO:0043408"	8.01753174623965e-06	0.99999552633281	105	543	"regulation of MAPK cascade"	"BP"
"GO:0050921"	8.13008390504293e-06	0.999997348820276	29	99	"positive regulation of chemotaxis"	"BP"
"GO:0005178"	8.64731158448185e-06	0.999997322516023	27	87	"integrin binding"	"MF"
"GO:0010632"	8.8181657721874e-06	0.999996344322555	43	171	"regulation of epithelial cell migration"	"BP"
"GO:0030246"	8.92226942905491e-06	0.999996128479556	47	194	"carbohydrate binding"	"MF"
"00500"	9.14069096407459e-06	0.999998141641344	17	42	"Starch and sucrose metabolism"	"KEGG"
"GO:1903034"	9.60705666728974e-06	0.999996432523796	35	129	"regulation of response to wounding"	"BP"
"GO:0008483"	9.70904214953758e-06	0.999998937862342	11	20	"transaminase activity"	"MF"
"GO:0046461"	9.72956558166149e-06	0.999998402683237	14	32	"neutral lipid catabolic process"	"BP"
"GO:0046464"	9.72956558166149e-06	0.999998402683237	14	32	"acylglycerol catabolic process"	"BP"
"GO:0004806"	1.00807496585164e-05	0.999998532655483	13	27	"triglyceride lipase activity"	"MF"
"GO:0046460"	1.01959455615626e-05	0.999998180737433	15	35	"neutral lipid biosynthetic process"	"BP"
"GO:0046463"	1.01959455615626e-05	0.999998180737433	15	35	"acylglycerol biosynthetic process"	"BP"
"GO:0052689"	1.04582765293616e-05	0.999996302888131	32	115	"carboxylic ester hydrolase activity"	"MF"
"GO:0006952"	1.04584787141562e-05	0.999993354296372	172	1001	"defense response"	"BP"
"GO:0030195"	1.07324794789329e-05	0.999997772098701	17	43	"negative regulation of blood coagulation"	"BP"
"GO:1900047"	1.07324794789329e-05	0.999997772098701	17	43	"negative regulation of hemostasis"	"BP"
"GO:0034097"	1.08826638029903e-05	0.999993558581451	119	643	"response to cytokine"	"BP"
"GO:0045785"	1.12783185749428e-05	0.999994466640837	65	300	"positive regulation of cell adhesion"	"BP"
"GO:0045766"	1.13108192371592e-05	0.999995619856653	37	141	"positive regulation of angiogenesis"	"BP"
"04974"	1.16206757668292e-05	0.999997421647343	18	47	"Protein digestion and absorption"	"KEGG"
"GO:0097006"	1.17545675087032e-05	0.999997218590682	19	53	"regulation of plasma lipoprotein particle levels"	"BP"
"GO:1902533"	1.1866324311391e-05	0.999992839384534	129	708	"positive regulation of intracellular signal transduction"	"BP"
"GO:0097756"	1.21463801040678e-05	0.999996724310793	22	65	"negative regulation of blood vessel diameter"	"BP"
"GO:0050790"	1.2617168761422e-05	0.999991307187733	238	1455	"regulation of catalytic activity"	"BP"
"GO:0009966"	1.37049313802286e-05	0.999990102901935	322	2040	"regulation of signal transduction"	"BP"
"GO:0007267"	1.41436405730197e-05	0.99999115828895	152	856	"cell-cell signaling"	"BP"
"GO:0048468"	1.43844318339828e-05	0.999990015578351	248	1513	"cell development"	"BP"
"GO:0009887"	1.50935938929016e-05	0.999990955738084	122	655	"animal organ morphogenesis"	"BP"
"GO:0050819"	1.528446637303e-05	0.99999670923665	17	44	"negative regulation of coagulation"	"BP"
"GO:0004364"	1.52954057489507e-05	0.999997795998092	12	27	"glutathione transferase activity"	"MF"
"GO:1903035"	1.56496884972082e-05	0.999995690087398	22	66	"negative regulation of response to wounding"	"BP"
"GO:0019748"	1.60981909283748e-05	0.99999589665225	20	58	"secondary metabolic process"	"BP"
"GO:0009725"	1.6482075804178e-05	0.999990522616495	101	526	"response to hormone"	"BP"
"GO:0001667"	1.72471999705061e-05	0.999991332818572	64	296	"ameboidal-type cell migration"	"BP"
"05146"	1.73099511917098e-05	0.999994528565353	26	85	"Amoebiasis"	"KEGG"
"GO:0043648"	1.84505309349627e-05	0.999994132980678	26	86	"dicarboxylic acid metabolic process"	"BP"
"GO:0038063"	1.88271756221586e-05	0.999999305958451	7	9	"collagen-activated tyrosine kinase receptor signaling pathway"	"BP"
"GO:0038065"	1.88271756221586e-05	0.999999305958451	7	9	"collagen-activated signaling pathway"	"BP"
"GO:1901607"	1.88696368466187e-05	0.999995132524196	20	58	"alpha-amino acid biosynthetic process"	"BP"
"GO:0006811"	1.89175124523013e-05	0.999987776303886	162	936	"ion transport"	"BP"
"GO:0010810"	2.01617109678782e-05	0.999991718767385	39	154	"regulation of cell-substrate adhesion"	"BP"
"GO:0050839"	2.02863301011699e-05	0.99998890515374	82	407	"cell adhesion molecule binding"	"MF"
"GO:0042180"	2.10846406765517e-05	0.999991196724417	40	161	"cellular ketone metabolic process"	"BP"
"GO:0016125"	2.12261604120146e-05	0.999992477340744	30	108	"sterol metabolic process"	"BP"
